0 0
1 0.00077224738454
2 0.00207080085377
3 0.00358730736238
4 0.0055341088169
5 0.00723418120799
6 0.00973876479763
7 0.0122832699554
8 0.0145473269536
9 0.017431461355
10 0.0202115893312
11 0.0233169534407
12 0.0270659702302
13 0.0305225356422
14 0.0349892067682
15 0.0372396188879
16 0.0403781057422
17 0.0465542578409
18 0.0506817849669
19 0.0554661092419
20 0.0584314740796
21 0.0605602459306
22 0.0663135823549
23 0.0727062441934
24 0.0740190545818
25 0.081761124831
26 0.0880641158678
27 0.0954378284684
28 0.0987892776864
29 0.10548988906
30 0.109282249604
31 0.113400088975
32 0.12158166576
33 0.126536460954
34 0.130237588384
35 0.141745314838
36 0.1495495345
37 0.15077927844
38 0.159327923544
39 0.163332530145
40 0.170104229608
41 0.178496279598
42 0.182489615619
43 0.19472420414
44 0.194199481219
45 0.199619030785
46 0.205411899796
47 0.217205630605
48 0.218385370284
49 0.217255736495
50 0.22873975966
51 0.244744213513
52 0.247239594285
53 0.271494314867
54 0.271868794189
55 0.295313004243
56 0.304998278961
57 0.312800661833
58 0.315073742086
59 0.329566173674
60 0.345909942515
61 0.34437055094
62 0.363424206126
63 0.352931730398
64 0.361205464163
65 0.381991525011
66 0.405175998112
67 0.38544210164
68 0.396167328192
69 0.417867962014
70 0.420922766967
71 0.428132838283
72 0.425853627828
73 0.427315564594
74 0.422606164315
75 0.445011237576
76 0.460108969346
77 0.459203224553
78 0.459005302365
79 0.454881530614
80 0.471630076651
81 0.479157776948
82 0.47678949194
83 0.49779526479
84 0.480923976625
85 0.495864866108
86 0.497220631138
87 0.50930722317
88 0.506011853351
89 0.504873302543
90 0.516521194799
91 0.512483995293
92 0.542503961228
93 0.523566628511
94 0.526274018907
95 0.540252286464
96 0.549671752701
97 0.545644966602
98 0.546833412818
99 0.56415874609
100 1
